district,mean_articles_per_month,median_articles_per_month,n_months_observed,total_articles
"Mwenezi, Chivi and South Midland Communal, Chivi, Masvingo, Zimbabwe",23.25,9.0,48,1116.0
"Mwenezi, Chivi and South Midland Communal, Mwenezi, Masvingo, Zimbabwe",23.25,9.0,48,1116.0
"Urban, Chiradzulu, Southern, Malawi",23.25,25.0,36,837.0
"Central Highlands, High Potential Zone, Kangema, Murang'a, Kenya",23.166666666666668,18.5,48,1112.0
"Central Highlands, High Potential Zone, Kiharu, Murang'a, Kenya",23.166666666666668,19.0,48,1112.0
"Lakeshore and Riverbank Fishing Zone, Buliisa, Western, Uganda",22.93617021276596,22.0,47,1078.0
"Albertine West Nile Lowland Cattle Zone, Buliisa, Western, Uganda",22.93617021276596,22.0,47,1078.0
"Albertine Escarpment Cotton Cassava Zone, Buliisa, Western, Uganda",22.93617021276596,22.0,47,1078.0
"Dubti Town, Zone 1, Afar, Ethiopia",22.895833333333332,12.0,48,1099.0
"Dubti town, Awsi /Zone 1, Afar, Ethiopia",22.895833333333332,12.0,48,1099.0
"Dubti, Zone 1, Afar, Ethiopia",22.895833333333332,12.0,48,1099.0
"Dubti, Awusi, Afar, Ethiopia",22.895833333333332,12.0,48,1099.0
"Dubti town, Awusi, Afar, Ethiopia",22.895833333333332,12.0,48,1099.0
"Dubti, Awsi /Zone 1, Afar, Ethiopia",22.895833333333332,12.0,48,1099.0
"Banki camp, Nigeria",22.75,16.5,48,1092.0
"Central Highlands, High Potential Zone, Makadara, Nairobi, Kenya",22.666666666666668,18.0,48,1088.0
"Urban, Kyenjojo, Western, Uganda",22.5531914893617,21.0,47,1060.0
"Rwenzori Midland Tea and Dairy Zone, Kyenjojo, Western, Uganda",22.5531914893617,21.0,47,1060.0
"Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone, Kyenjojo, Western, Uganda",22.5531914893617,21.0,47,1060.0
"Southwestern Midland Banana Robusta Coffee Cattle Zone, Bushenyi, Western, Uganda",22.458333333333332,19.0,48,1078.0
"Urban, Bushenyi, Western, Uganda",22.458333333333332,19.0,48,1078.0
"Western Karamoja Mixed Crop Farming Zone, Abim, Northern, Uganda",22.425531914893618,21.0,47,1054.0
"Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone, Buikwe, Central, Uganda",22.229166666666668,14.0,48,1067.0
"Urban, Buikwe, Central, Uganda",22.229166666666668,14.0,48,1067.0
"East Central Plantation Outgrower Zone, Buikwe, Central, Uganda",22.229166666666668,14.0,48,1067.0
"Lakeshore and Riverbank Fishing Zone, Buikwe, Central, Uganda",22.229166666666668,14.0,48,1067.0
"Central and Southern Cattle Cassava Maize Zone, Kazo, Western, Uganda",22.19148936170213,19.0,47,1043.0
"Southwestern Midland Banana Robusta Coffee Cattle Zone, Kazo, Western, Uganda",22.19148936170213,19.0,47,1043.0
"Masvingo Manicaland Middleveld Smallholder, Chivi, Masvingo, Zimbabwe",22.083333333333332,9.0,48,1060.0
"Central sorghum, maize, groundnuts, cowpeas, and sesame, Yola North, Adamawa, Nigeria",22.083333333333332,19.5,48,1060.0
"Lake Chilwa - Phalombe Plain, Chiradzulu, Southern, Malawi",21.976744186046513,23.0,43,945.0
"Western Karamoja Mixed Crop Farming Zone, Nabilatuk, Northern, Uganda",21.914893617021278,19.0,47,1030.0
"Chitipa Millet & Maize, Chitipa, Northern, Malawi",21.866666666666667,22.5,30,656.0
"Urban, Chitipa, Northern, Malawi",21.866666666666667,22.5,30,656.0
"Misuku Hills, Chitipa, Northern, Malawi",21.866666666666667,22.5,30,656.0
"Lusulu, Lupane and Southern Gokwe Mixed Agriculture, Lupane, Matabeleland North, Zimbabwe",21.8125,9.5,48,1047.0
"Western Lakeshore Marginal Mixed Farming Zone, Ugunja, Siaya, Kenya",21.8125,15.5,48,1047.0
"Southern Cattle and Cereal Farming, Lupane, Matabeleland North, Zimbabwe",21.8125,9.5,48,1047.0
"Mogadishu, Somalia",21.791666666666668,15.0,48,1046.0
"Urban, Mogadishu, Banaadir, Somalia",21.791666666666668,15.0,48,1046.0
"Rift Valley Escarpment, Nkhotakota, Central, Malawi",21.742857142857144,20.0,35,761.0
"Urban, Nkhotakota, Central, Malawi",21.742857142857144,20.0,35,761.0
"Nkhata Bay Cassava, Nkhotakota, Central, Malawi",21.742857142857144,20.0,35,761.0
"Northern Lakeshore, Nkhotakota, Central, Malawi",21.742857142857144,20.0,35,761.0
"SW Rift Valley Tobacco Bean Millet Zone, Kanungu, Western, Uganda",21.72340425531915,19.0,47,1021.0
"Southwestern Midland Banana Robusta Coffee Cattle Zone, Kanungu, Western, Uganda",21.72340425531915,19.0,47,1021.0
"Urban, Kanungu, Western, Uganda",21.72340425531915,19.0,47,1021.0
"SW Highland Irish Potato Sorghum Vegetable Zone, Kanungu, Western, Uganda",21.72340425531915,19.0,47,1021.0
"Livestock and Cereal  Farming Communal in Forests, Lupane, Matabeleland North, Zimbabwe",21.666666666666668,9.5,48,1040.0
"Western Kalahari Sandveld Communal, Lupane, Matabeleland North, Zimbabwe",21.666666666666668,9.5,48,1040.0
"Eastern Kalahari Sandveld Communal, Lupane, Matabeleland North, Zimbabwe",21.666666666666668,9.5,48,1040.0
"Not Zoned, Dongola, Northern, Sudan",21.625,12.5,48,1038.0
"Urban, Gweru Urban, Midlands, Zimbabwe",21.604166666666668,14.0,48,1037.0
"Rwenzori Lowland Maize Vegetable Banana Zone, Bunyangabu, Western, Uganda",21.58695652173913,21.0,46,993.0
"Rwenzori Midland Banana Fruit Vegetable Dairy Zone, Bunyangabu, Western, Uganda",21.58695652173913,21.0,46,993.0
"Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone, Bunyangabu, Western, Uganda",21.58695652173913,21.0,46,993.0
"Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone, Kitagwenda, Western, Uganda",21.5531914893617,20.0,47,1013.0
"Southwestern Midland Banana Robusta Coffee Cattle Zone, Kitagwenda, Western, Uganda",21.5531914893617,20.0,47,1013.0
"Southern Cattle and Cereal Farming, Bulilima, Matabeleland South, Zimbabwe",21.541666666666668,12.0,48,1034.0
"Central Highlands, High Potential Zone, Kibra, Nairobi, Kenya",21.479166666666668,19.0,48,1031.0
"Urban, Bulilima, Matabeleland South, Zimbabwe",21.395833333333332,12.0,48,1027.0
"Western Kalahari Sandveld Communal, Bulilima, Matabeleland South, Zimbabwe",21.395833333333332,12.0,48,1027.0
"SW Highland Irish Potato Sorghum Vegetable Zone, Rukiga, Western, Uganda",21.130434782608695,19.5,46,972.0
"Southwestern Midland Banana Robusta Coffee Cattle Zone, Rukiga, Western, Uganda",21.130434782608695,19.5,46,972.0
"Central and Southern Cattle Cassava Maize Zone, Kiruhura, Western, Uganda",21.043478260869566,19.5,46,968.0
"Western Wadi Cultivation, Zalingi, Central Darfur, Sudan",20.895833333333332,10.0,48,1003.0
"Southwestern Midland Banana Robusta Coffee Cattle Zone, Rukungiri, Western, Uganda",20.854166666666668,18.0,48,1001.0
"SW Rift Valley Tobacco Bean Millet Zone, Rukungiri, Western, Uganda",20.854166666666668,18.0,48,1001.0
"Urban, Rukungiri, Western, Uganda",20.854166666666668,18.0,48,1001.0
"Lakeshore and Riverbank Fishing Zone, Ntoroko, Western, Uganda",20.851063829787233,19.0,47,980.0
"Rwenzori Midland Banana Fruit Vegetable Dairy Zone, Ntoroko, Western, Uganda",20.851063829787233,19.0,47,980.0
"Albertine West Nile Lowland Cattle Zone, Ntoroko, Western, Uganda",20.851063829787233,19.0,47,980.0
"Central Highlands, High Potential Zone, Mbeere South, Embu, Kenya",20.791666666666668,17.0,48,998.0
"Southern Cattle and Cereal Farming, Tsholotsho, Matabeleland North, Zimbabwe",20.770833333333332,12.0,48,997.0
"Southwestern Midland Banana Robusta Coffee Cattle Zone, Sheema, Western, Uganda",20.74468085106383,19.0,47,975.0
"Southwestern Midland Banana Robusta Coffee Cattle Zone, Buhweju, Western, Uganda",20.72340425531915,20.0,47,974.0
"Southwestern Midland Banana Robusta Coffee Cattle Zone, Mitooma, Western, Uganda",20.695652173913043,19.5,46,952.0
"Coastal Sugarcane and Fishing, Buzi, Sofala, Mozambique",20.6875,11.0,48,993.0
"SW Highland Irish Potato Sorghum Vegetable Zone, Rubanda, Western, Uganda",20.659574468085108,19.0,47,971.0
"Central Highlands, High Potential Zone, Kabete, Kiambu, Kenya",20.645833333333332,18.0,48,991.0
"Western Kalahari Sandveld Communal, Tsholotsho, Matabeleland North, Zimbabwe",20.625,12.0,48,990.0
"Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone, Bundibugyo, Western, Uganda",20.617021276595743,19.0,47,969.0
"Urban, Bundibugyo, Western, Uganda",20.617021276595743,19.0,47,969.0
"Western Rift Valley Cocoa Coffee Cassava Zone, Bundibugyo, Western, Uganda",20.617021276595743,19.0,47,969.0
"SW Highland Irish Potato Sorghum Vegetable Zone, Rwampara, Western, Uganda",20.608695652173914,19.5,46,948.0
"Southwestern Midland Banana Robusta Coffee Cattle Zone, Rwampara, Western, Uganda",20.608695652173914,19.5,46,948.0
"Rwenzori Lowland Maize Vegetable Banana Zone, Kabarole, Western, Uganda",20.58695652173913,19.5,46,947.0
"Urban, Kabarole, Western, Uganda",20.58695652173913,19.5,46,947.0
"Albertine West Nile Lowland Cattle Zone, Kabarole, Western, Uganda",20.58695652173913,19.5,46,947.0
"Southwestern Midland Banana Robusta Coffee Cattle Zone, Isingiro, Western, Uganda",20.58695652173913,19.5,46,947.0
"Central and Southern Cattle Cassava Maize Zone, Isingiro, Western, Uganda",20.58695652173913,19.5,46,947.0
"Rwenzori Midland Banana Fruit Vegetable Dairy Zone, Kabarole, Western, Uganda",20.58695652173913,19.5,46,947.0
"Kafu Muzizi Maize Upland Rice Cassava Zone, Kikuube, Western, Uganda",20.543478260869566,19.5,46,945.0
"Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone, Kakumiro, Western, Uganda",20.543478260869566,19.5,46,945.0
"Kafu Muzizi Maize Upland Rice Cassava Zone, Kakumiro, Western, Uganda",20.543478260869566,19.5,46,945.0
"Lakeshore and Riverbank Fishing Zone, Kikuube, Western, Uganda",20.543478260869566,19.5,46,945.0
"Albertine West Nile Lowland Cattle Zone, Kikuube, Western, Uganda",20.543478260869566,19.5,46,945.0
"Urban, Kakumiro, Western, Uganda",20.543478260869566,19.5,46,945.0
"Western Karamoja Mixed Crop Farming Zone, Napak, Northern, Uganda",20.543478260869566,19.5,46,945.0
"Southwestern Midland Banana Robusta Coffee Cattle Zone, Rubirizi, Western, Uganda",20.543478260869566,19.5,46,945.0
"Central Highlands, High Potential Zone, Gatundu South, Kiambu, Kenya",20.541666666666668,18.0,48,986.0
"Western Karamoja Mixed Crop Farming Zone, Kotido, Northern, Uganda",20.520833333333332,19.0,48,985.0
"Western Medium Potential Zone, Ol Kalou, Nyandarua, Kenya",20.5,17.0,48,984.0
"Southern Pastoral Zone, Kajiado Central, Kajiado, Kenya",20.479166666666668,17.0,48,983.0
"Agropastoral Belt, Bouza, Tahoua, Niger",20.4375,11.5,48,981.0
"Rainfed Millet and Sorghum Belt, Bouza, Tahoua, Niger",20.4375,11.5,48,981.0
"Southern Irrigated Cash Crops, Bouza, Tahoua, Niger",20.4375,11.5,48,981.0
"Central Highlands, High Potential Zone, Langata, Nairobi, Kenya",20.416666666666668,17.0,48,980.0
"Western Karamoja Mixed Crop Farming Zone, Otuke, Northern, Uganda",20.382978723404257,19.0,47,958.0
"North-east cattle, small ruminants, and food crops with cross-border livestock trade, Bama, Borno, Nigeria",20.375,18.5,48,978.0
"Chad Basin: masakwa flood-recession sorghum and wheat, Bama, Borno, Nigeria",20.375,18.5,48,978.0
"Central Highlands, High Potential Zone, Runyenjes, Embu, Kenya",20.270833333333332,17.0,48,973.0
"Western Medium Potential Zone, Nakuru Town East, Nakuru, Kenya",20.25,19.0,48,972.0
"Western Medium Potential Zone, Baringo Central, Baringo, Kenya",20.25,17.0,48,972.0
"Central Highlands, High Potential Zone, Juja, Kiambu, Kenya",20.166666666666668,17.5,48,968.0
"Lake Turkana Fishing, Kang'Atotha, Turkana Central, Turkana, Kenya",20.125,16.0,48,966.0
"Northwestern Pastoral Zone, Kang'Atotha, Turkana Central, Turkana, Kenya",20.125,16.0,48,966.0
"Turkwell Riverine Zone, Kang'Atotha, Turkana Central, Turkana, Kenya",20.125,16.0,48,966.0
"Central Highlands, High Potential Zone, Thika Town, Kiambu, Kenya",20.125,17.0,48,966.0
"Southeastern Marginal Mixed Farming Zone, Igembe Central, Meru, Kenya",20.104166666666668,17.0,48,965.0
"Kersa, East Hararge, Oromia, Ethiopia",20.083333333333332,16.0,48,964.0
"Kersa, Jimma, Oromia, Ethiopia",20.083333333333332,16.0,48,964.0
"Kersa (Jimma), Jimma, Oromia, Ethiopia",20.083333333333332,16.0,48,964.0
"Kersa (East Hararge), East Hararge, Oromia, Ethiopia",20.083333333333332,16.0,48,964.0
"Teltale, Borena, Oromia, Ethiopia",20.041666666666668,15.5,48,962.0
"Lakeshore and Riverbank Fishing Zone, Jinja, Eastern, Uganda",20.020833333333332,6.5,48,961.0
"East Central Plantation Outgrower Zone, Jinja, Eastern, Uganda",20.020833333333332,6.5,48,961.0
"Southeastern Maize Beans Robusta Coffee Zone, Jinja, Eastern, Uganda",20.020833333333332,6.5,48,961.0
"Urban, Jinja, Eastern, Uganda",20.020833333333332,6.5,48,961.0
"North-east sahelian: millet, sesame, cowpeas, and livestock, Jigawa, Nigeria",20.0,17.0,48,960.0
"Matabeleland Middleveld Communal, Mberengwa, Midlands, Zimbabwe",19.916666666666668,8.0,48,956.0
"Central Highlands, High Potential Zone, Kirinyaga Central, Kirinyaga, Kenya",19.833333333333332,17.0,48,952.0
"Central Highlands, High Potential Zone, Ndia, Kirinyaga, Kenya",19.8125,17.0,48,951.0
"Central Highlands, High Potential Zone, Limuru, Kiambu, Kenya",19.770833333333332,16.5,48,949.0
"Western Karamoja Mixed Crop Farming Zone, Nakapiripirit, Northern, Uganda",19.729166666666668,18.0,48,947.0
"Central Highlands, High Potential Zone, Laikipia West, Laikipia, Kenya",19.625,17.0,48,942.0
"Central Highlands, High Potential Zone, Maragwa, Murang'a, Kenya",19.5,17.0,48,936.0
"Northern Livestock, Menaka, Gao, Mali",19.395833333333332,7.5,48,931.0
"Central Livestock, Millet, and Remittances, Menaka, Gao, Mali",19.395833333333332,7.5,48,931.0
"Nomadism and Trans-Saharan Trade, Menaka, Gao, Mali",19.395833333333332,7.5,48,931.0
"Central Highlands, High Potential Zone, Westlands, Nairobi, Kenya",19.375,16.0,48,930.0
"Central Highlands, High Potential Zone, South Imenti, Meru, Kenya",19.3125,16.5,48,927.0
"Central Highlands, High Potential Zone, Central Imenti, Meru, Kenya",19.291666666666668,16.0,48,926.0
"Southeastern Marginal Mixed Farming Zone, Central Imenti, Meru, Kenya",19.291666666666668,16.0,48,926.0
"Kayunga Masaka Pineapple Banana Robusta Coffee and Cassava Zone, Kayunga, Central, Uganda",19.270833333333332,19.5,48,925.0
"Kayunga Masaka Pineapple Banana Robusta Coffee and Cassava Zone, Masaka, Central, Uganda",19.270833333333332,19.5,48,925.0
"Central Highlands, High Potential Zone, Githunguri, Kiambu, Kenya",19.0,16.0,48,912.0
"Southern Cattle and Cereal Farming, Matobo, Matabeleland South, Zimbabwe",18.875,9.5,48,906.0
"Central Highlands, High Potential Zone, Gichugu, Kirinyaga, Kenya",18.833333333333332,16.0,48,904.0
"Central Highlands, High Potential Zone, Gatundu North, Kiambu, Kenya",18.8125,16.0,48,903.0
"Central Semiarid Pineapple and Cashew, Machanga, Sofala, Mozambique",18.8125,10.5,48,903.0
"North Kitgum Gulu Amuru West Nile Simsim Sorghum Livestock Zone, Arua, Northern, Uganda",18.75,14.0,48,900.0
"Matabeleland Middleveld Communal, Matobo, Matabeleland South, Zimbabwe",18.729166666666668,9.5,48,899.0
"Central Highlands, High Potential Zone, Laikipia East, Laikipia, Kenya",18.6875,15.5,48,897.0
"Central Highlands, High Potential Zone, Mukurweini, Nyeri, Kenya",18.5625,16.0,48,891.0
"Erer (HR), Harari, Harari, Ethiopia",18.520833333333332,14.0,48,889.0
"Erer, Harari, Harari, Ethiopia",18.520833333333332,14.0,48,889.0
"Western High Potential Zone, Bomet Central, Bomet, Kenya",18.479166666666668,15.0,48,887.0
"Coastal Sugarcane and Fishing, Marromeu, Sofala, Mozambique",18.458333333333332,11.0,48,886.0
"Central Highlands, High Potential Zone, Lari, Kiambu, Kenya",18.4375,16.0,48,885.0
"Coastal Sugarcane and Fishing, Dondo, Sofala, Mozambique",18.395833333333332,11.0,48,883.0
"Dire Teyara, Harari, Harari, Ethiopia",18.395833333333332,14.5,48,883.0
"Central Highlands, High Potential Zone, Kandara, Murang'a, Kenya",18.333333333333332,15.0,48,880.0
"Central Highlands, High Potential Zone, Buuri, Meru, Kenya",18.3125,15.0,48,879.0
"Coastal Sugarcane and Fishing, Nhamatanda, Sofala, Mozambique",18.291666666666668,10.5,48,878.0
"Central Highlands, High Potential Zone, Kigumo, Murang'a, Kenya",18.25,15.0,48,876.0
"Central Highlands, High Potential Zone, Mathira, Nyeri, Kenya",18.25,15.5,48,876.0
"Central Semiarid Cotton and Minerals, Chemba, Sofala, Mozambique",18.229166666666668,10.5,48,875.0
"Southern Cattle and Cereal Farming, Umzingwane, Matabeleland South, Zimbabwe",18.1875,8.0,48,873.0
"Central Highlands, High Potential Zone, Kieni, Nyeri, Kenya",18.1875,15.0,48,873.0
"North Kitgum Gulu Amuru West Nile Simsim Sorghum Livestock Zone, Madi Okollo, Northern, Uganda",18.166666666666668,14.0,48,872.0
"Western Rumphi & Mzimba, Mzimba, Northern, Malawi",18.166666666666668,12.5,48,872.0
"Western Rumphi & Mzimba, Rumphi, Northern, Malawi",18.166666666666668,12.5,48,872.0
"Western Lakeshore Marginal Mixed Farming Zone, Homa Bay Town, Homa Bay, Kenya",18.145833333333332,16.5,48,871.0
"Lake Victoria Fishing Zone, Homa Bay Town, Homa Bay, Kenya",18.145833333333332,16.5,48,871.0
"Central Highlands, High Potential Zone, Othaya, Nyeri, Kenya",18.125,15.0,48,870.0
"Central Semiarid Pineapple and Cashew, Chibabava, Sofala, Mozambique",18.125,10.5,48,870.0
"Central Highlands, High Potential Zone, Tetu, Nyeri, Kenya",18.104166666666668,15.0,48,869.0
"Western High Potential Zone, Kapseret, Uasin Gishu, Kenya",18.104166666666668,13.0,48,869.0
"Coastal Sugarcane and Fishing, Caia, Sofala, Mozambique",18.083333333333332,10.5,48,868.0
"Coastal Sugarcane and Fishing, Beira City, Sofala, Mozambique",18.083333333333332,10.5,48,868.0
"Matabeleland Middleveld Communal, Umzingwane, Matabeleland South, Zimbabwe",18.041666666666668,8.0,48,866.0
"Southern Cattle and Cereal Farming, Mangwe, Matabeleland South, Zimbabwe",18.041666666666668,9.0,48,866.0
"Turkwell Riverine Zone, Kerio Delta, Turkana Central, Turkana, Kenya",18.020833333333332,15.0,48,865.0
"Central Highlands, High Potential Zone, Tigania East, Meru, Kenya",18.020833333333332,15.0,48,865.0
"Northwestern Pastoral Zone, Kalokol, Turkana Central, Turkana, Kenya",18.020833333333332,15.0,48,865.0
"Northwestern Pastoral Zone, Kerio Delta, Turkana Central, Turkana, Kenya",18.020833333333332,15.0,48,865.0
"Lake Turkana Fishing, Kerio Delta, Turkana Central, Turkana, Kenya",18.020833333333332,15.0,48,865.0
"Lake Turkana Fishing, Kalokol, Turkana Central, Turkana, Kenya",18.020833333333332,15.0,48,865.0
"Central Highlands, High Potential Zone, Tigania West, Meru, Kenya",17.979166666666668,15.0,48,863.0
"Central Highlands, High Potential Zone, Ruiru, Kiambu, Kenya",17.979166666666668,15.0,48,863.0
"Central Highlands, High Potential Zone, Kiambu, Kiambu, Kenya",17.979166666666668,15.0,48,863.0
"Northern Pastoral Zone, Marsabit Central, Saku, Marsabit, Kenya",17.9375,15.0,48,861.0
"Central Highlands, High Potential Zone, Ruaraka, Nairobi, Kenya",17.916666666666668,15.0,48,860.0
"Southeastern Pastoral  Zone, Garsen Central, Garsen, Tana River, Kenya",17.916666666666668,15.0,48,860.0
"Central Highlands, High Potential Zone, Mathare, Nairobi, Kenya",17.916666666666668,15.0,48,860.0
"Tana Riverine Zone, Garsen Central, Garsen, Tana River, Kenya",17.916666666666668,15.0,48,860.0
"Western Agropastoral Zone, Baringo Central, Baringo, Kenya",17.916666666666668,15.0,48,860.0
"Central Highlands, High Potential Zone, Mathioya, Murang'a, Kenya",17.916666666666668,15.0,48,860.0
"Manica Highland Mixed Cropping, Cotton, and Tobacco, Barue, Manica, Mozambique",17.895833333333332,9.0,48,859.0
"Central and Southern Cattle Cassava Maize Zone, Kassanda, Central, Uganda",17.88095238095238,6.0,42,751.0
"Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone, Kassanda, Central, Uganda",17.80952380952381,6.0,42,748.0
"Sorghum High Potential Agropastoral, Baydhabo, Bay, Somalia",17.729166666666668,11.0,48,851.0
"Bay Bakool Low Potential Agropastoral, Baydhabo, Bay, Somalia",17.729166666666668,11.0,48,851.0
"North-east cattle, small ruminants, and food crops with cross-border livestock trade, Gwoza, Borno, Nigeria",17.708333333333332,9.0,48,850.0
"Chad Basin: masakwa flood-recession sorghum and wheat, Gwoza, Borno, Nigeria",17.708333333333332,9.0,48,850.0
